City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
261,Srandakan,ID,2021-12-28 08:34:35,-7.9386,110.2506,69.73,67,10,8.81,clear sky
262,Belen,TR,2021-12-28 08:34:35,36.4891,36.2233,32.14,100,75,3.44,mist
263,Pacific Grove,US,2021-12-28 08:34:36,36.6177,-121.9166,45.43,87,99,3.0,overcast clouds
264,Chemainus,CA,2021-12-28 08:30:26,48.9163,-123.7194,24.55,92,93,2.89,overcast clouds
265,Sarangani,PH,2021-12-28 08:34:36,5.4033,125.4636,79.5,76,100,13.94,overcast clouds
266,Kuandian,CN,2021-12-28 08:34:37,40.7286,124.7847,21.92,69,89,1.63,overcast clouds
267,Stepnyak,KZ,2021-12-28 08:34:37,52.8339,70.7803,22.59,91,100,15.5,overcast clouds
268,Ponta Delgada,PT,2021-12-28 08:34:38,37.7333,-25.6667,68.5,88,40,25.32,scattered clouds
269,Saint George,US,2021-12-28 08:34:38,37.1041,-113.5841,44.64,65,20,1.99,few clouds
270,Almaty,KZ,2021-12-28 08:34:38,43.25,76.95,28.31,93,75,6.71,mist
271,Olga,RU,2021-12-28 08:34:39,43.7444,135.2892,8.96,48,25,4.45,scattered clouds
272,Cherskiy,RU,2021-12-28 08:34:39,68.75,161.3,-49.41,99,65,4.72,broken clouds
273,Mirante Do Paranapanema,BR,2021-12-28 08:34:40,-22.2919,-51.9064,75.13,61,85,6.35,overcast clouds
274,Aksu,CN,2021-12-28 08:34:40,41.1231,80.2644,29.95,46,100,2.04,overcast clouds
275,Rosetown,CA,2021-12-28 08:34:41,51.5501,-108.0014,-31.02,61,78,6.91,broken clouds
276,Beckley,US,2021-12-28 08:33:36,37.7782,-81.1882,56.7,96,90,1.99,overcast clouds
277,Houma,US,2021-12-28 08:34:41,29.5958,-90.7195,71.01,97,96,8.01,overcast clouds
278,Necochea,AR,2021-12-28 08:34:42,-38.5473,-58.7368,63.03,58,4,8.01,clear sky
279,Samarai,PG,2021-12-28 08:35:42,-10.6167,150.6667,84.15,71,82,1.32,broken clouds
280,Terrace,CA,2021-12-28 08:35:42,54.5163,-128.6035,-2.29,71,75,17.27,broken clouds
281,Gidam,IN,2021-12-28 08:35:43,18.9833,81.4,84.83,32,0,3.56,clear sky
282,Sheopur,IN,2021-12-28 08:35:43,25.6667,76.7,56.64,90,100,8.16,moderate rain
283,Aleksandrow Lodzki,PL,2021-12-28 08:35:44,51.8196,19.3038,24.75,88,75,8.99,broken clouds
284,Korla,CN,2021-12-28 08:35:44,41.7597,86.1469,27.23,48,87,3.15,overcast clouds
285,Mama,RU,2021-12-28 08:35:45,58.3106,112.8986,-6.97,98,100,3.6,overcast clouds
286,Vostok,RU,2021-12-28 08:35:45,46.4856,135.8833,-16.2,98,77,5.01,broken clouds
287,Maragogi,BR,2021-12-28 08:35:45,-9.0122,-35.2225,79.48,71,100,7.9,overcast clouds
288,Camargo,MX,2021-12-28 08:35:46,27.6667,-105.1667,60.85,31,90,5.88,overcast clouds
289,Norman Wells,CA,2021-12-28 08:35:46,65.282,-126.8329,-2.16,65,75,16.11,light snow
290,Skelleftea,SE,2021-12-28 08:35:47,64.7507,20.9528,7.16,92,40,3.44,scattered clouds
291,Misheronskiy,RU,2021-12-28 08:35:47,55.7193,39.7383,7.92,98,100,4.29,overcast clouds
292,Gari,RU,2021-12-28 08:35:48,59.4307,62.3497,3.34,85,40,8.66,scattered clouds
293,Afua,BR,2021-12-28 08:35:48,-0.1567,-50.3867,75.7,93,100,3.65,light rain
294,Beloha,MG,2021-12-28 08:35:49,-25.1667,45.05,98.33,30,100,8.05,overcast clouds
295,Bosobolo,CD,2021-12-28 08:35:49,4.1833,19.9,87.26,53,76,4.21,broken clouds
296,Geraldton,AU,2021-12-28 08:35:50,-28.7667,114.6,102.61,12,0,24.16,clear sky
297,Kaitangata,NZ,2021-12-28 08:35:50,-46.2817,169.8464,51.1,85,88,2.06,overcast clouds
298,Kuryk,KZ,2021-12-28 08:35:50,43.2,51.65,44.76,51,95,6.58,overcast clouds
299,Caravelas,BR,2021-12-28 08:35:51,-17.7125,-39.2481,71.55,98,100,6.2,heavy intensity rain
300,Isla Vista,US,2021-12-28 08:32:09,34.4133,-119.861,50.9,72,1,17.27,clear sky
301,Ambositra,MG,2021-12-28 08:35:51,-20.5167,47.25,74.35,75,100,3.38,light rain
302,Pangai,TO,2021-12-28 08:35:52,-19.8,-174.35,81.45,72,13,8.32,few clouds
303,Coahuayana,MX,2021-12-28 08:35:52,18.7333,-103.6833,74.14,88,99,2.04,overcast clouds
304,Jimo,CN,2021-12-28 08:35:53,36.3897,120.4622,40.78,26,0,8.95,clear sky
305,Kalmunai,LK,2021-12-28 08:35:53,7.4167,81.8167,82.98,59,67,11.56,broken clouds
306,Campbell River,CA,2021-12-28 08:35:53,50.0163,-125.2446,20.73,93,43,3.22,scattered clouds
307,Rocky Mountain House,CA,2021-12-28 08:35:54,52.3668,-114.9188,-32.69,68,100,1.14,overcast clouds
308,Sinjai,ID,2021-12-28 08:35:54,-5.1241,120.253,80.94,79,100,0.87,heavy intensity rain
309,Puerto Carreno,CO,2021-12-28 08:35:55,6.189,-67.4859,74.08,64,76,9.98,broken clouds
310,Tambura,SS,2021-12-28 08:35:55,5.6,27.4667,94.14,25,18,5.99,few clouds
311,Pimentel,PE,2021-12-28 08:35:56,-6.8367,-79.9342,66.27,86,100,6.38,overcast clouds
312,Nikolskoye,RU,2021-12-28 08:35:56,59.7035,30.7861,13.39,99,96,3.91,overcast clouds
313,Hobart,AU,2021-12-28 08:35:56,-42.8794,147.3294,66.06,65,20,1.01,few clouds
314,Augusto Correa,BR,2021-12-28 08:35:57,-1.0217,-46.635,73.62,97,74,2.91,broken clouds
315,Inhambane,MZ,2021-12-28 08:35:57,-23.865,35.3833,80.58,83,40,11.5,scattered clouds
316,Leningradskiy,RU,2021-12-28 08:35:58,69.3833,178.4167,-32.78,98,57,3.04,broken clouds
317,Kenai,US,2021-12-28 08:35:58,60.5544,-151.2583,23.09,100,90,0.0,mist
318,Alyangula,AU,2021-12-28 08:35:59,-13.8483,136.4192,80.47,100,75,2.3,broken clouds
319,Sao Joao Da Barra,BR,2021-12-28 08:31:23,-21.6403,-41.0511,73.45,89,96,7.52,overcast clouds
320,Birao,CF,2021-12-28 08:35:59,10.2849,22.7882,88.88,12,94,11.07,overcast clouds
321,Kincardine,GB,2021-12-28 08:36:00,56.0667,-3.7167,45.52,89,100,5.79,overcast clouds
322,Benguela,AO,2021-12-28 08:36:00,-12.5763,13.4055,78.55,71,97,4.74,overcast clouds
323,Dudinka,RU,2021-12-28 08:36:00,69.4058,86.1778,6.62,78,5,12.01,clear sky
324,Bonavista,CA,2021-12-28 08:36:01,48.6499,-53.1147,36.12,85,100,33.62,overcast clouds
325,Pevek,RU,2021-12-28 08:36:01,69.7008,170.3133,-33.9,100,60,5.3,broken clouds
326,Okhotsk,RU,2021-12-28 08:37:02,59.3833,143.3,-10.71,76,100,14.88,overcast clouds
327,Lykhivka,UA,2021-12-28 08:37:03,48.6874,33.9228,22.17,95,100,22.68,snow
328,Rio Rancho,US,2021-12-28 08:35:38,35.2334,-106.6645,42.44,54,1,1.01,clear sky
329,Salta,AR,2021-12-28 08:37:03,-24.7859,-65.4117,68.29,88,75,3.44,broken clouds
330,Sotnikovo,RU,2021-12-28 08:37:04,51.8845,107.4791,5.09,66,20,4.47,few clouds
331,Fortuna,US,2021-12-28 08:37:04,40.5982,-124.1573,37.74,96,90,7.0,overcast clouds
332,Arman,RU,2021-12-28 08:37:04,59.7,150.1667,-5.55,82,100,14.67,overcast clouds
333,Bandarbeyla,SO,2021-12-28 08:37:05,9.4942,50.8122,80.56,56,68,16.35,broken clouds
334,Guerrero Negro,MX,2021-12-28 08:32:09,27.9769,-114.0611,57.51,63,100,16.37,overcast clouds
335,Suntar,RU,2021-12-28 08:37:05,62.1444,117.6319,-4.92,95,100,6.2,overcast clouds
336,Pangnirtung,CA,2021-12-28 08:37:06,66.1451,-65.7125,0.59,66,93,5.23,overcast clouds
337,Bereda,ES,2021-12-28 08:37:06,43.2686,-7.5406,56.95,100,100,9.66,overcast clouds
338,Cururupu,BR,2021-12-28 08:37:07,-1.8283,-44.8683,74.03,97,69,2.66,broken clouds
339,Nemuro,JP,2021-12-28 08:37:07,43.3236,145.575,16.23,54,3,10.87,clear sky
340,Neiafu,TO,2021-12-28 08:37:08,-18.65,-173.9833,81.59,69,32,5.26,scattered clouds
341,Broken Hill,AU,2021-12-28 08:37:08,-31.95,141.4333,89.31,20,40,17.27,scattered clouds
342,Mitu,CO,2021-12-28 08:37:09,1.1983,-70.1733,71.24,98,100,1.1,overcast clouds
343,Nanakuli,US,2021-12-28 08:37:09,21.3906,-158.1547,75.15,68,1,5.75,clear sky
344,Deputatskiy,RU,2021-12-28 08:37:10,69.3,139.9,-28.28,100,100,0.83,overcast clouds
345,Kawhia,NZ,2021-12-28 08:37:10,-38.0651,174.8183,69.15,93,100,3.56,overcast clouds
346,Sitka,US,2021-12-28 08:37:10,57.0531,-135.33,33.69,80,90,9.22,light rain
347,Matata,NZ,2021-12-28 08:37:11,-37.8833,176.75,68.13,92,100,4.05,overcast clouds
348,Morondava,MG,2021-12-28 08:37:11,-20.2833,44.2833,87.06,65,100,11.59,overcast clouds
349,Colomi,BO,2021-12-28 08:37:12,-17.35,-65.8667,50.02,79,97,3.4,overcast clouds
350,Andrelandia,BR,2021-12-28 08:37:12,-21.7397,-44.3092,62.76,94,88,0.74,overcast clouds
351,Gorom-Gorom,BF,2021-12-28 08:37:12,14.4439,-0.2361,74.23,14,100,17.05,overcast clouds
352,Ibra,OM,2021-12-28 08:37:13,22.6906,58.5334,79.3,35,1,4.61,clear sky
353,Beira,MZ,2021-12-28 08:37:13,-19.8436,34.8389,93.29,59,20,6.91,few clouds
354,Hobyo,SO,2021-12-28 08:37:14,5.3505,48.5268,81.01,58,100,18.39,overcast clouds
355,Bankura,IN,2021-12-28 08:37:14,23.25,87.0667,75.29,44,16,6.76,few clouds
356,Amapa,BR,2021-12-28 08:37:15,1.0,-52.0,71.2,100,98,1.45,overcast clouds
357,Victor Harbor,AU,2021-12-28 08:37:15,-35.5667,138.6167,77.09,80,1,5.01,clear sky
358,Lugovoy,KZ,2021-12-28 08:37:15,42.9472,72.7644,35.74,78,5,5.26,clear sky
359,Sioux Lookout,CA,2021-12-28 08:37:16,50.1001,-91.917,3.58,85,90,0.0,light snow
360,Port Macquarie,AU,2021-12-28 08:37:16,-31.4333,152.9167,66.88,81,95,8.41,moderate rain
361,Urusha,RU,2021-12-28 08:33:16,54.05,122.9,-15.18,85,54,3.96,broken clouds
362,Chakradharpur,IN,2021-12-28 08:37:17,22.7,85.6333,74.3,46,49,6.4,scattered clouds
363,Ust-Ishim,RU,2021-12-28 08:37:17,57.6935,71.1665,10.22,94,70,4.99,broken clouds
364,Abalak,RU,2021-12-28 08:37:18,58.1286,68.5944,3.4,94,34,6.2,scattered clouds
365,Puerto Del Rosario,ES,2021-12-28 08:37:18,28.5004,-13.8627,65.95,77,75,14.97,broken clouds
366,Kupang,ID,2021-12-28 08:37:19,-10.1667,123.5833,84.78,79,40,10.36,scattered clouds
367,Macapa,BR,2021-12-28 08:35:06,0.0389,-51.0664,78.78,89,75,1.14,broken clouds
368,Torbay,CA,2021-12-28 08:35:28,47.6666,-52.7314,35.76,94,90,25.32,light intensity drizzle
369,Clermont,FR,2021-12-28 08:37:20,49.5,2.4167,53.31,84,100,21.47,overcast clouds
370,Gambo,CF,2021-12-28 08:37:20,4.6482,22.2633,89.47,44,71,3.53,broken clouds
371,Yatou,CN,2021-12-28 08:37:20,37.15,122.3833,33.93,72,10,8.95,clear sky
372,Ribas Do Rio Pardo,BR,2021-12-28 08:37:21,-20.4431,-53.7592,74.53,65,22,5.23,few clouds
373,Fort Nelson,CA,2021-12-28 08:36:06,58.8053,-122.7002,-15.21,76,90,3.44,light snow
374,Kalaleh,IR,2021-12-28 08:38:21,37.3807,55.4916,53.2,54,99,0.0,overcast clouds
375,Hagere Selam,ET,2021-12-28 08:38:22,6.4833,38.5167,66.63,34,73,3.53,broken clouds
376,Kjopsvik,NO,2021-12-28 08:38:22,68.097,16.3742,30.06,68,100,8.59,overcast clouds
377,Mlimba,TZ,2021-12-28 08:38:23,-8.8,35.8167,94.46,30,73,6.6,broken clouds
378,Charlestown,AU,2021-12-28 08:38:23,-32.95,151.6667,69.73,81,100,5.01,light rain
379,Adrar,MR,2021-12-28 08:38:24,20.5022,-10.0711,67.82,23,92,10.89,overcast clouds
380,Portland,US,2021-12-28 08:36:43,45.5234,-122.6762,32.58,93,90,1.01,snow
381,Tirumullaivasal,IN,2021-12-28 08:38:24,11.2333,79.8333,81.73,61,84,10.38,broken clouds
382,Victoria Point,AU,2021-12-28 08:38:25,-27.5833,153.3,72.95,69,86,8.01,overcast clouds
383,Berekum,GH,2021-12-28 08:38:25,7.4534,-2.584,82.65,26,51,4.36,broken clouds
384,Chicama,PE,2021-12-28 08:38:26,-7.8447,-79.1469,63.14,83,100,3.51,overcast clouds
385,Gazojak,TM,2021-12-28 08:38:26,41.1875,61.4036,39.06,65,26,10.04,scattered clouds
386,Manica,FR,2021-12-28 08:38:26,49.0,-1.1667,51.21,77,100,19.33,overcast clouds
387,Hami,CN,2021-12-28 08:38:27,42.8,93.45,24.15,28,14,1.59,few clouds
388,Arlit,NE,2021-12-28 08:38:27,18.7369,7.3853,70.57,14,0,1.28,clear sky
389,Vila Velha,BR,2021-12-28 08:37:37,-20.3297,-40.2925,73.35,90,0,8.01,clear sky
390,Husavik,IS,2021-12-28 08:38:28,66.0449,-17.3389,28.31,85,97,5.12,light snow
391,Masterton,NZ,2021-12-28 08:35:30,-40.9597,175.6575,61.97,99,100,2.13,light rain
392,Patti,IN,2021-12-28 08:38:28,31.2808,74.8572,66.15,26,10,8.19,clear sky
393,Moose Factory,CA,2021-12-28 08:38:29,51.2585,-80.6094,-7.6,84,75,2.3,broken clouds
394,Batemans Bay,AU,2021-12-28 08:38:29,-35.7167,150.1833,64.09,70,16,3.94,few clouds
395,Tual,ID,2021-12-28 08:38:30,-5.6667,132.75,83.62,79,100,25.01,moderate rain
396,Ust-Omchug,RU,2021-12-28 08:38:30,61.15,149.6333,-23.26,98,98,10.42,overcast clouds
397,Shache,CN,2021-12-28 08:38:30,38.4167,77.2406,33.33,39,33,2.39,scattered clouds
398,Talcahuano,CL,2021-12-28 08:38:31,-36.7167,-73.1167,55.08,100,90,0.0,mist
399,Lons-Le-Saunier,FR,2021-12-28 08:38:31,46.75,5.75,48.83,96,100,11.86,overcast clouds
400,Mogadishu,SO,2021-12-28 08:38:32,2.0371,45.3438,85.87,74,20,18.41,few clouds
401,Koster,ZA,2021-12-28 08:38:32,-25.863,26.8976,74.86,29,5,11.25,clear sky
402,Lokosovo,RU,2021-12-28 08:38:33,61.1333,74.8167,9.61,94,96,6.91,overcast clouds
403,Ornskoldsvik,SE,2021-12-28 08:38:33,63.2909,18.7153,20.35,100,99,5.75,overcast clouds
404,Richards Bay,ZA,2021-12-28 08:38:33,-28.783,32.0377,80.2,60,51,9.95,broken clouds
405,Panevezys,LT,2021-12-28 08:38:34,55.7333,24.35,11.32,87,100,10.22,overcast clouds
406,Antropovo,RU,2021-12-28 08:38:34,58.3988,43.0066,5.27,95,90,8.46,overcast clouds
407,Nandigama,IN,2021-12-28 08:38:35,16.7833,80.3,84.0,41,13,7.38,few clouds
408,Kalangala,UG,2021-12-28 08:38:35,-0.3089,32.225,73.87,62,97,2.08,overcast clouds
409,La Ronge,CA,2021-12-28 08:38:35,55.1001,-105.2842,-14.55,76,90,2.3,light snow
410,Sibu,MY,2021-12-28 08:38:14,2.3,111.8167,79.11,89,40,2.3,thunderstorm with rain
411,Ostersund,SE,2021-12-28 08:38:36,63.1792,14.6357,16.25,79,0,19.57,clear sky
412,Saint-Georges,GD,2021-12-28 08:38:37,12.0564,-61.7485,76.68,83,20,11.5,few clouds
413,Aklavik,CA,2021-12-28 08:38:37,68.2191,-135.0107,-8.57,100,29,5.97,scattered clouds
414,Niquelandia,BR,2021-12-28 08:38:37,-14.4739,-48.4597,68.13,99,71,1.81,light rain
415,Conde,BR,2021-12-28 08:34:05,-7.2597,-34.9075,76.46,94,40,4.61,scattered clouds
416,Seoul,KR,2021-12-28 08:38:05,37.5683,126.9778,35.04,55,75,4.61,broken clouds
417,Kabanjahe,ID,2021-12-28 08:38:38,3.1001,98.4908,74.16,76,69,5.26,broken clouds
418,Hualmay,PE,2021-12-28 08:38:39,-11.0964,-77.6139,66.74,92,99,5.46,overcast clouds
419,Danielskuil,ZA,2021-12-28 08:39:40,-28.1887,23.5395,71.67,33,3,13.18,clear sky
420,Tarakan,ID,2021-12-28 08:39:40,3.3,117.6333,81.9,78,75,4.61,broken clouds
421,Ruteng,ID,2021-12-28 08:39:41,-8.6136,120.4721,69.42,83,95,2.33,overcast clouds
422,Rafai,CF,2021-12-28 08:39:41,4.95,23.9167,92.21,35,84,3.71,broken clouds
423,Cervo,ES,2021-12-28 08:39:42,43.6702,-7.4101,60.19,84,95,16.78,overcast clouds
424,Nkhotakota,MW,2021-12-28 08:39:42,-12.9274,34.2961,88.7,39,20,5.5,few clouds
425,Verkhnyaya Inta,RU,2021-12-28 08:39:42,65.9811,60.3094,0.05,96,100,5.03,overcast clouds
426,Kosh-Agach,RU,2021-12-28 08:39:43,50.0,88.6667,0.21,95,57,2.26,broken clouds
427,Mackay,AU,2021-12-28 08:36:06,-21.15,149.2,82.38,74,40,16.11,scattered clouds
428,Barsovo,RU,2021-12-28 08:39:43,61.1667,73.1667,5.13,97,89,7.09,overcast clouds
429,Beringovskiy,RU,2021-12-28 08:39:44,63.05,179.3167,0.27,98,100,12.48,light snow
430,Teluk Nibung,ID,2021-12-28 08:39:44,3.001,99.8164,83.14,74,87,7.31,overcast clouds
431,Swift Current,CA,2021-12-28 08:39:45,50.2834,-107.8014,-26.59,75,1,2.3,clear sky
432,Flinders,AU,2021-12-28 08:39:45,-34.5833,150.8552,66.2,67,67,9.04,broken clouds
433,Ipoti,NG,2021-12-28 08:39:45,7.8738,5.0769,83.57,22,58,3.02,broken clouds
434,Lompoc,US,2021-12-28 08:39:46,34.6391,-120.4579,50.13,79,75,3.44,broken clouds
435,Eenhana,NA,2021-12-28 08:39:46,-17.4667,16.3333,78.55,15,91,5.28,overcast clouds
436,Kaka,TM,2021-12-28 08:39:47,37.3482,59.6143,53.76,22,63,3.13,broken clouds
437,Clyde River,CA,2021-12-28 08:39:47,70.4692,-68.5914,-14.57,70,14,6.91,few clouds
438,Tautira,PF,2021-12-28 08:39:48,-17.7333,-149.15,75.22,79,100,11.88,light rain
439,Grindavik,IS,2021-12-28 08:39:48,63.8424,-22.4338,28.87,74,75,23.02,broken clouds
440,Kidal,ML,2021-12-28 08:39:48,18.4411,1.4078,71.2,14,18,15.86,few clouds
441,Bow Island,CA,2021-12-28 08:39:49,49.8668,-111.3684,-23.78,75,60,0.0,broken clouds
442,Wanganui,NZ,2021-12-28 08:38:38,-39.9333,175.05,63.73,93,99,3.29,light rain
443,San Patricio,US,2021-12-28 08:39:49,28.017,-97.5169,73.49,85,0,15.97,clear sky
444,Rio Grande,BR,2021-12-28 08:39:50,-32.035,-52.0986,64.06,71,2,1.57,clear sky
445,Doha,QA,2021-12-28 08:36:16,25.2867,51.5333,73.38,53,0,10.36,clear sky
446,Phulabani,IN,2021-12-28 08:39:50,20.4667,84.2333,78.91,45,48,4.43,scattered clouds
447,Jiutai,CN,2021-12-28 08:39:51,44.1525,125.8328,23.34,86,1,6.91,clear sky
448,Namibe,AO,2021-12-28 08:39:51,-15.1961,12.1522,76.89,50,97,8.43,overcast clouds
449,Camabatela,AO,2021-12-28 08:39:52,-8.1881,15.375,63.23,97,100,2.71,overcast clouds
450,Inuvik,CA,2021-12-28 08:39:52,68.3499,-133.7218,-8.54,77,20,8.05,few clouds
451,Enfield,AU,2021-12-28 08:39:52,-34.8526,138.6026,79.79,38,0,1.01,clear sky
452,Amambai,BR,2021-12-28 08:39:53,-23.1042,-55.2258,68.97,26,35,3.58,scattered clouds
453,Yeppoon,AU,2021-12-28 08:39:53,-23.1333,150.7333,71.38,79,100,21.99,overcast clouds
454,Poum,NC,2021-12-28 08:39:54,-20.2333,164.0167,82.09,74,74,2.51,broken clouds
455,Girvan,GB,2021-12-28 08:39:54,55.2426,-4.8555,44.31,92,100,9.98,overcast clouds
456,Corinto,GR,2021-12-28 08:39:55,37.9407,22.9573,62.64,82,100,2.39,overcast clouds
457,Polunochnoye,RU,2021-12-28 08:39:55,60.8697,60.4153,0.09,84,100,5.77,overcast clouds
458,Zverinogolovskoye,RU,2021-12-28 08:39:55,54.4586,64.8542,-1.93,96,14,4.43,few clouds
459,Pak Phanang,TH,2021-12-28 08:39:56,8.3511,100.202,89.62,72,23,12.73,few clouds
460,Luderitz,NA,2021-12-28 08:36:53,-26.6481,15.1594,72.86,57,6,10.0,clear sky
461,San Cristobal,VE,2021-12-28 08:39:56,7.7669,-72.225,64.36,97,100,1.25,overcast clouds
462,Mehamn,NO,2021-12-28 08:39:57,71.0357,27.8492,21.11,58,98,2.42,light snow
463,Lima,PE,2021-12-28 08:39:57,-12.0432,-77.0282,67.14,88,75,10.36,broken clouds
464,Ambon,ID,2021-12-28 08:39:58,-3.6954,128.1814,80.74,78,40,6.91,light rain
465,Hamilton,US,2021-12-28 08:40:58,39.1834,-84.5333,45.63,71,1,1.01,clear sky
466,Novichikha,RU,2021-12-28 08:40:59,52.204,81.3877,18.01,90,100,13.78,overcast clouds
467,Fujin,CN,2021-12-28 08:40:59,47.26,132.0322,0.03,93,100,3.91,overcast clouds
468,Sompeta,IN,2021-12-28 08:41:00,18.9333,84.6,77.34,69,12,7.58,few clouds
469,Cornwall,CA,2021-12-28 08:41:00,45.0181,-74.7281,18.64,86,90,10.36,overcast clouds
470,Hirara,JP,2021-12-28 08:41:01,24.8,125.2833,66.47,68,75,6.91,broken clouds
471,Comodoro Rivadavia,AR,2021-12-28 08:41:01,-45.8667,-67.5,62.46,29,0,13.8,clear sky
472,Guozhen,CN,2021-12-28 08:41:02,34.3659,107.359,37.45,66,100,1.9,overcast clouds
473,Nyurba,RU,2021-12-28 08:41:02,63.2842,118.3319,-13.31,98,99,4.81,overcast clouds
474,Nioro,GM,2021-12-28 08:41:02,13.35,-15.75,78.55,14,3,8.66,clear sky
475,Havoysund,NO,2021-12-28 08:41:03,70.9963,24.6622,18.48,80,95,6.46,overcast clouds
476,Duluth,US,2021-12-28 08:41:03,46.7833,-92.1066,10.31,82,40,1.01,scattered clouds
477,Minab,IR,2021-12-28 08:41:04,27.1467,57.0801,80.1,14,3,12.24,clear sky
478,Kichmengskiy Gorodok,RU,2021-12-28 08:41:04,59.9816,45.7854,7.81,91,100,10.29,overcast clouds
479,Segovia,ES,2021-12-28 08:41:05,41.1667,-4.0,48.43,81,75,10.16,broken clouds
480,Bathsheba,BB,2021-12-28 08:41:05,13.2167,-59.5167,74.01,83,40,8.05,scattered clouds
481,Muroto,JP,2021-12-28 08:41:06,33.2833,134.15,46.44,53,3,2.64,clear sky
482,Killybegs,IE,2021-12-28 08:41:06,54.6333,-8.45,40.44,86,97,3.56,overcast clouds
483,Xining,CN,2021-12-28 08:40:54,36.6167,101.7667,26.15,44,53,3.06,broken clouds
484,Te Anau,NZ,2021-12-28 08:41:07,-45.4167,167.7167,49.51,85,11,1.63,few clouds
485,San Policarpo,PH,2021-12-28 08:41:07,12.1791,125.5072,78.85,82,99,20.62,heavy intensity rain
486,Christchurch,NZ,2021-12-28 08:40:19,-43.5333,172.6333,57.02,91,90,1.99,overcast clouds
487,Qaqortoq,GL,2021-12-28 08:41:08,60.7167,-46.0333,21.7,61,5,6.62,clear sky
488,Ambovombe,MG,2021-12-28 08:41:08,-25.1667,46.0833,83.25,64,100,12.21,overcast clouds
489,Biak,ID,2021-12-28 08:41:09,-0.9131,122.8766,80.04,78,100,2.82,overcast clouds
490,Montepuez,MZ,2021-12-28 08:41:09,-13.1256,38.9997,94.84,26,88,4.32,overcast clouds
491,Aljezur,PT,2021-12-28 08:41:09,37.3191,-8.8033,61.61,95,88,3.98,overcast clouds
492,Laguna,US,2021-12-28 08:41:10,38.421,-121.4238,42.62,91,1,1.01,clear sky
493,Kulhudhuffushi,MV,2021-12-28 08:41:10,6.6221,73.07,81.95,68,55,16.15,broken clouds
494,Fraserburgh,GB,2021-12-28 08:41:11,57.6874,-2.0184,36.12,89,100,5.1,overcast clouds
495,Walvis Bay,NA,2021-12-28 08:41:11,-22.9575,14.5053,70.75,68,5,1.14,clear sky
496,Nuuk,GL,2021-12-28 08:41:12,64.1835,-51.7216,23.61,74,78,2.3,broken clouds
497,Khani,GE,2021-12-28 08:41:12,41.9563,42.9566,44.17,91,22,6.31,few clouds
498,Ondjiva,AO,2021-12-28 08:41:13,-17.0667,15.7333,89.02,15,83,3.2,broken clouds
499,Sakakah,SA,2021-12-28 08:41:13,29.9697,40.2064,54.97,36,71,12.84,broken clouds
500,Porto Nacional,BR,2021-12-28 08:41:13,-10.7081,-48.4172,75.2,97,100,2.19,overcast clouds
501,Bani,DO,2021-12-28 08:41:14,18.2833,-70.3333,73.85,74,12,7.63,few clouds
502,Kashi,CN,2021-12-28 08:41:14,39.4547,75.9797,36.23,40,20,4.47,few clouds
503,Najran,SA,2021-12-28 08:41:15,17.4924,44.1277,65.05,23,22,6.15,few clouds
504,Urman,RU,2021-12-28 08:41:15,54.8831,56.8742,4.53,92,100,8.7,light snow
505,Balabac,PH,2021-12-28 08:41:16,7.9868,117.0645,81.16,79,100,18.39,overcast clouds
506,La Primavera,CO,2021-12-28 08:41:16,5.4906,-70.4092,74.75,66,89,5.35,overcast clouds
507,Praya,CV,2021-12-28 08:41:16,14.9215,-23.5087,70.34,56,0,10.36,clear sky
508,Bima,ID,2021-12-28 08:41:17,-8.4667,118.7167,83.17,77,34,2.17,scattered clouds
509,Tallahassee,US,2021-12-28 08:37:54,30.4383,-84.2807,67.51,96,75,3.44,broken clouds
510,Pinega,RU,2021-12-28 08:41:17,64.7001,43.3936,-12.59,100,98,1.59,overcast clouds
511,Krutinka,RU,2021-12-28 08:42:18,56.0055,71.5113,16.79,95,52,10.04,broken clouds
512,Bikin,RU,2021-12-28 08:42:18,46.8161,134.26,-10.26,99,38,3.76,scattered clouds
513,Peniche,PT,2021-12-28 08:42:19,39.3558,-9.3811,62.29,94,57,11.83,broken clouds
514,Haines Junction,CA,2021-12-28 08:42:19,60.7522,-137.5108,15.75,92,100,2.3,overcast clouds
515,Conceicao Do Araguaia,BR,2021-12-28 08:42:20,-8.2578,-49.2647,70.45,98,99,3.02,overcast clouds
516,Teknaf,BD,2021-12-28 08:42:20,20.8624,92.3058,78.51,45,0,7.85,clear sky
517,Vao,NC,2021-12-28 08:42:21,-22.6667,167.4833,77.34,86,100,8.9,overcast clouds
518,Segamat,MY,2021-12-28 08:42:21,2.5148,102.8158,89.42,61,98,6.13,overcast clouds
519,Mulchen,CL,2021-12-28 08:42:21,-37.7167,-72.2333,55.11,83,91,5.21,overcast clouds
520,Torit,SS,2021-12-28 08:42:22,4.4133,32.5678,94.71,27,37,4.32,scattered clouds
521,Wanning,CN,2021-12-28 08:42:22,18.8003,110.3967,66.87,89,99,7.56,overcast clouds
522,Bahia Honda,CU,2021-12-28 08:42:23,22.9036,-83.1592,67.73,91,3,7.36,light rain
523,Fare,PF,2021-12-28 08:42:23,-16.7,-151.0167,80.69,71,100,9.75,overcast clouds
524,San Quintin,MX,2021-12-28 08:38:04,30.4833,-115.95,54.63,66,95,3.71,overcast clouds
